Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
572.49	0.10000	0.021060	47.484	50.616	55.364	147.99	27.818	36.248	585.34	12.252	20.285	0.043459	vapor
573.15	0.10000	0.021035	47.540	50.635	55.389	148.03	27.825	36.254	585.66	12.206	20.313	0.043530	vapor
573.82	0.10000	0.021010	47.596	50.653	55.413	148.08	27.832	36.260	585.99	12.161	20.340	0.043601	vapor
574.49	0.10000	0.020986	47.651	50.672	55.437	148.12	27.838	36.267	586.31	12.116	20.368	0.043672	vapor
575.15	0.10000	0.020961	47.707	50.690	55.461	148.16	27.845	36.273	586.64	12.072	20.396	0.043743	vapor
575.82	0.10000	0.020937	47.763	50.709	55.485	148.20	27.852	36.279	586.96	12.027	20.423	0.043814	vapor
576.49	0.10000	0.020912	47.819	50.728	55.510	148.24	27.859	36.285	587.29	11.983	20.451	0.043885	vapor
577.15	0.10000	0.020888	47.875	50.746	55.534	148.29	27.866	36.292	587.61	11.939	20.478	0.043956	vapor
577.82	0.10000	0.020864	47.930	50.765	55.558	148.33	27.872	36.298	587.94	11.895	20.506	0.044028	vapor
578.49	0.10000	0.020839	47.986	50.783	55.582	148.37	27.879	36.304	588.26	11.852	20.534	0.044099	vapor
579.15	0.10000	0.020815	48.042	50.802	55.606	148.41	27.886	36.310	588.59	11.809	20.561	0.044170	vapor
579.82	0.10000	0.020791	48.098	50.821	55.631	148.45	27.893	36.317	588.91	11.765	20.589	0.044242	vapor
580.49	0.10000	0.020767	48.154	50.839	55.655	148.50	27.900	36.323	589.23	11.723	20.616	0.044313	vapor
581.15	0.10000	0.020743	48.209	50.858	55.679	148.54	27.906	36.329	589.56	11.680	20.644	0.044385	vapor
581.82	0.10000	0.020719	48.265	50.877	55.703	148.58	27.913	36.336	589.88	11.638	20.672	0.044456	vapor
582.49	0.10000	0.020695	48.321	50.895	55.727	148.62	27.920	36.342	590.20	11.596	20.699	0.044528	vapor
583.15	0.10000	0.020671	48.377	50.914	55.752	148.66	27.927	36.348	590.53	11.554	20.727	0.044599	vapor
583.82	0.10000	0.020647	48.432	50.933	55.776	148.70	27.934	36.355	590.85	11.512	20.754	0.044671	vapor
584.49	0.10000	0.020624	48.488	50.951	55.800	148.75	27.941	36.361	591.17	11.471	20.782	0.044743	vapor
585.15	0.10000	0.020600	48.544	50.970	55.824	148.79	27.948	36.367	591.49	11.430	20.810	0.044814	vapor
585.82	0.10000	0.020576	48.600	50.989	55.849	148.83	27.954	36.374	591.81	11.389	20.837	0.044886	vapor
586.49	0.10000	0.020553	48.656	51.007	55.873	148.87	27.961	36.380	592.14	11.348	20.865	0.044958	vapor
587.15	0.10000	0.020529	48.711	51.026	55.897	148.91	27.968	36.387	592.46	11.308	20.892	0.045030	vapor
587.82	0.10000	0.020506	48.767	51.045	55.921	148.95	27.975	36.393	592.78	11.267	20.920	0.045102	vapor
588.49	0.10000	0.020482	48.823	51.063	55.946	148.99	27.982	36.400	593.10	11.227	20.948	0.045174	vapor
589.15	0.10000	0.020459	48.879	51.082	55.970	149.03	27.989	36.406	593.42	11.187	20.975	0.045246	vapor
589.82	0.10000	0.020436	48.934	51.101	55.994	149.08	27.996	36.413	593.74	11.148	21.003	0.045318	vapor
590.49	0.10000	0.020412	48.990	51.119	56.018	149.12	28.003	36.419	594.06	11.108	21.030	0.045390	vapor
591.15	0.10000	0.020389	49.046	51.138	56.043	149.16	28.010	36.426	594.38	11.069	21.058	0.045462	vapor
591.82	0.10000	0.020366	49.102	51.157	56.067	149.20	28.017	36.432	594.70	11.030	21.086	0.045534	vapor
592.49	0.10000	0.020343	49.157	51.176	56.091	149.24	28.024	36.439	595.02	10.991	21.113	0.045607	vapor
593.15	0.10000	0.020320	49.213	51.194	56.116	149.28	28.031	36.445	595.34	10.952	21.141	0.045679	vapor
593.82	0.10000	0.020297	49.269	51.213	56.140	149.32	28.038	36.452	595.66	10.914	21.169	0.045751	vapor
594.49	0.10000	0.020274	49.325	51.232	56.164	149.36	28.045	36.458	595.98	10.876	21.196	0.045824	vapor
595.15	0.10000	0.020251	49.381	51.250	56.188	149.40	28.052	36.465	596.30	10.838	21.224	0.045896	vapor
595.82	0.10000	0.020228	49.436	51.269	56.213	149.44	28.059	36.471	596.61	10.800	21.251	0.045969	vapor
596.49	0.10000	0.020205	49.492	51.288	56.237	149.49	28.066	36.478	596.93	10.762	21.279	0.046041	vapor
597.15	0.10000	0.020183	49.548	51.307	56.261	149.53	28.073	36.484	597.25	10.725	21.307	0.046114	vapor
597.82	0.10000	0.020160	49.604	51.325	56.286	149.57	28.080	36.491	597.57	10.688	21.334	0.046186	vapor
598.49	0.10000	0.020137	49.659	51.344	56.310	149.61	28.087	36.498	597.89	10.651	21.362	0.046259	vapor
599.15	0.10000	0.020115	49.715	51.363	56.334	149.65	28.094	36.504	598.20	10.614	21.389	0.046331	vapor
599.82	0.10000	0.020092	49.771	51.382	56.359	149.69	28.101	36.511	598.52	10.577	21.417	0.046404	vapor
600.49	0.10000	0.020070	49.827	51.400	56.383	149.73	28.108	36.518	598.84	10.541	21.445	0.046477	vapor
601.15	0.10000	0.020047	49.882	51.419	56.407	149.77	28.115	36.524	599.15	10.504	21.472	0.046550	vapor
601.82	0.10000	0.020025	49.938	51.438	56.432	149.81	28.122	36.531	599.47	10.468	21.500	0.046623	vapor
602.49	0.10000	0.020003	49.994	51.457	56.456	149.85	28.129	36.538	599.79	10.432	21.528	0.046695	vapor
603.15	0.10000	0.019980	50.049	51.476	56.481	149.89	28.136	36.544	600.10	10.397	21.555	0.046768	vapor
603.82	0.10000	0.019958	50.105	51.494	56.505	149.93	28.144	36.551	600.42	10.361	21.583	0.046841	vapor
604.49	0.10000	0.019936	50.161	51.513	56.529	149.97	28.151	36.558	600.73	10.326	21.610	0.046914	vapor
605.15	0.10000	0.019914	50.217	51.532	56.554	150.01	28.158	36.564	601.05	10.290	21.638	0.046987	vapor
605.82	0.10000	0.019892	50.272	51.551	56.578	150.05	28.165	36.571	601.36	10.255	21.666	0.047060	vapor
606.49	0.10000	0.019870	50.328	51.570	56.602	150.09	28.172	36.578	601.68	10.221	21.693	0.047134	vapor
607.15	0.10000	0.019848	50.384	51.588	56.627	150.13	28.179	36.585	601.99	10.186	21.721	0.047207	vapor
607.82	0.10000	0.019826	50.440	51.607	56.651	150.17	28.186	36.591	602.31	10.151	21.749	0.047280	vapor
608.48	0.10000	0.019804	50.495	51.626	56.676	150.21	28.193	36.598	602.62	10.117	21.776	0.047353	vapor
609.15	0.10000	0.019782	50.551	51.645	56.700	150.25	28.201	36.605	602.94	10.083	21.804	0.047427	vapor
609.82	0.10000	0.019760	50.607	51.664	56.724	150.29	28.208	36.612	603.25	10.049	21.831	0.047500	vapor
610.48	0.10000	0.019738	50.663	51.683	56.749	150.33	28.215	36.618	603.56	10.015	21.859	0.047573	vapor
611.15	0.10000	0.019717	50.718	51.701	56.773	150.37	28.222	36.625	603.88	9.9815	21.887	0.047647	vapor
611.82	0.10000	0.019695	50.774	51.720	56.798	150.41	28.229	36.632	604.19	9.9481	21.914	0.047720	vapor
612.48	0.10000	0.019674	50.830	51.739	56.822	150.45	28.236	36.639	604.50	9.9148	21.942	0.047794	vapor
613.15	0.10000	0.019652	50.885	51.758	56.846	150.49	28.244	36.646	604.82	9.8816	21.969	0.047867	vapor
613.82	0.10000	0.019631	50.941	51.777	56.871	150.53	28.251	36.652	605.13	9.8486	21.997	0.047941	vapor
614.48	0.10000	0.019609	50.997	51.796	56.895	150.57	28.258	36.659	605.44	9.8158	22.025	0.048014	vapor
615.15	0.10000	0.019588	51.053	51.815	56.920	150.61	28.265	36.666	605.75	9.7832	22.052	0.048088	vapor
615.82	0.10000	0.019566	51.108	51.833	56.944	150.65	28.272	36.673	606.07	9.7507	22.080	0.048162	vapor
616.48	0.10000	0.019545	51.164	51.852	56.969	150.69	28.280	36.680	606.38	9.7184	22.108	0.048236	vapor
617.15	0.10000	0.019524	51.220	51.871	56.993	150.73	28.287	36.687	606.69	9.6862	22.135	0.048309	vapor
617.82	0.10000	0.019503	51.275	51.890	57.018	150.77	28.294	36.694	607.00	9.6542	22.163	0.048383	vapor
618.48	0.10000	0.019481	51.331	51.909	57.042	150.81	28.301	36.700	607.31	9.6223	22.190	0.048457	vapor
619.15	0.10000	0.019460	51.387	51.928	57.067	150.85	28.309	36.707	607.62	9.5906	22.218	0.048531	vapor
619.82	0.10000	0.019439	51.443	51.947	57.091	150.89	28.316	36.714	607.93	9.5590	22.246	0.048605	vapor
620.48	0.10000	0.019418	51.498	51.966	57.115	150.93	28.323	36.721	608.24	9.5276	22.273	0.048679	vapor
621.15	0.10000	0.019397	51.554	51.985	57.140	150.97	28.330	36.728	608.55	9.4964	22.301	0.048753	vapor
621.82	0.10000	0.019376	51.610	52.003	57.164	151.01	28.338	36.735	608.86	9.4653	22.329	0.048827	vapor
622.48	0.10000	0.019355	51.665	52.022	57.189	151.05	28.345	36.742	609.17	9.4344	22.356	0.048901	vapor
623.15	0.10000	0.019334	51.721	52.041	57.213	151.09	28.352	36.749	609.48	9.4036	22.384	0.048975	vapor
623.82	0.10000	0.019314	51.777	52.060	57.238	151.13	28.360	36.756	609.79	9.3729	22.411	0.049050	vapor
624.48	0.10000	0.019293	51.832	52.079	57.262	151.17	28.367	36.763	610.10	9.3424	22.439	0.049124	vapor
625.15	0.10000	0.019272	51.888	52.098	57.287	151.20	28.374	36.770	610.41	9.3121	22.467	0.049198	vapor
625.82	0.10000	0.019252	51.944	52.117	57.311	151.24	28.381	36.777	610.72	9.2818	22.494	0.049273	vapor
626.48	0.10000	0.019231	52.000	52.136	57.336	151.28	28.389	36.784	611.03	9.2518	22.522	0.049347	vapor
627.15	0.10000	0.019210	52.055	52.155	57.360	151.32	28.396	36.791	611.34	9.2219	22.550	0.049421	vapor
627.82	0.10000	0.019190	52.111	52.174	57.385	151.36	28.403	36.798	611.65	9.1921	22.577	0.049496	vapor
628.48	0.10000	0.019169	52.167	52.193	57.410	151.40	28.411	36.805	611.95	9.1624	22.605	0.049570	vapor
629.15	0.10000	0.019149	52.222	52.212	57.434	151.44	28.418	36.812	612.26	9.1329	22.632	0.049645	vapor
629.82	0.10000	0.019129	52.278	52.231	57.459	151.48	28.425	36.819	612.57	9.1036	22.660	0.049719	vapor
630.48	0.10000	0.019108	52.334	52.250	57.483	151.52	28.433	36.826	612.88	9.0744	22.688	0.049794	vapor
631.15	0.10000	0.019088	52.389	52.269	57.508	151.56	28.440	36.833	613.19	9.0453	22.715	0.049869	vapor
631.82	0.10000	0.019068	52.445	52.288	57.532	151.59	28.447	36.840	613.49	9.0163	22.743	0.049943	vapor
632.48	0.10000	0.019047	52.501	52.307	57.557	151.63	28.455	36.847	613.80	8.9875	22.770	0.050018	vapor
633.15	0.10000	0.019027	52.556	52.326	57.581	151.67	28.462	36.854	614.11	8.9588	22.798	0.050093	vapor
633.82	0.10000	0.019007	52.612	52.345	57.606	151.71	28.470	36.861	614.41	8.9303	22.826	0.050168	vapor
634.48	0.10000	0.018987	52.668	52.364	57.631	151.75	28.477	36.868	614.72	8.9019	22.853	0.050242	vapor
635.15	0.10000	0.018967	52.723	52.383	57.655	151.79	28.484	36.875	615.03	8.8736	22.881	0.050317	vapor
635.82	0.10000	0.018947	52.779	52.402	57.680	151.83	28.492	36.882	615.33	8.8455	22.909	0.050392	vapor
636.48	0.10000	0.018927	52.835	52.421	57.704	151.87	28.499	36.889	615.64	8.8175	22.936	0.050467	vapor
637.15	0.10000	0.018907	52.891	52.440	57.729	151.90	28.507	36.896	615.94	8.7896	22.964	0.050542	vapor
637.82	0.10000	0.018887	52.946	52.459	57.754	151.94	28.514	36.903	616.25	8.7618	22.991	0.050617	vapor
638.48	0.10000	0.018867	53.002	52.478	57.778	151.98	28.521	36.910	616.55	8.7342	23.019	0.050692	vapor
639.15	0.10000	0.018847	53.058	52.497	57.803	152.02	28.529	36.918	616.86	8.7067	23.047	0.050768	vapor
639.82	0.10000	0.018828	53.113	52.516	57.827	152.06	28.536	36.925	617.16	8.6793	23.074	0.050843	vapor
640.48	0.10000	0.018808	53.169	52.535	57.852	152.10	28.544	36.932	617.47	8.6521	23.102	0.050918	vapor
641.15	0.10000	0.018788	53.225	52.554	57.877	152.14	28.551	36.939	617.77	8.6250	23.129	0.050993	vapor
641.82	0.10000	0.018769	53.280	52.573	57.901	152.17	28.558	36.946	618.08	8.5980	23.157	0.051068	vapor
642.48	0.10000	0.018749	53.336	52.592	57.926	152.21	28.566	36.953	618.38	8.5711	23.185	0.051144	vapor
643.15	0.10000	0.018730	53.392	52.611	57.950	152.25	28.573	36.960	618.68	8.5444	23.212	0.051219	vapor
643.82	0.10000	0.018710	53.447	52.630	57.975	152.29	28.581	36.968	618.99	8.5177	23.240	0.051295	vapor
644.48	0.10000	0.018691	53.503	52.649	58.000	152.33	28.588	36.975	619.29	8.4912	23.267	0.051370	vapor
645.15	0.10000	0.018671	53.559	52.669	58.024	152.37	28.596	36.982	619.59	8.4648	23.295	0.051445	vapor
645.82	0.10000	0.018652	53.614	52.688	58.049	152.40	28.603	36.989	619.90	8.4386	23.323	0.051521	vapor
646.48	0.10000	0.018632	53.670	52.707	58.074	152.44	28.611	36.996	620.20	8.4124	23.350	0.051596	vapor
647.15	0.10000	0.018613	53.726	52.726	58.098	152.48	28.618	37.004	620.50	8.3864	23.378	0.051672	vapor
647.82	0.10000	0.018594	53.781	52.745	58.123	152.52	28.626	37.011	620.81	8.3605	23.405	0.051748	vapor
648.48	0.10000	0.018575	53.837	52.764	58.148	152.56	28.633	37.018	621.11	8.3347	23.433	0.051823	vapor
649.15	0.10000	0.018555	53.893	52.783	58.172	152.59	28.641	37.025	621.41	8.3090	23.461	0.051899	vapor
649.82	0.10000	0.018536	53.948	52.802	58.197	152.63	28.648	37.032	621.71	8.2834	23.488	0.051975	vapor
650.48	0.10000	0.018517	54.004	52.821	58.222	152.67	28.656	37.040	622.01	8.2580	23.516	0.052051	vapor
651.15	0.10000	0.018498	54.060	52.841	58.247	152.71	28.663	37.047	622.32	8.2327	23.543	0.052126	vapor
651.82	0.10000	0.018479	54.115	52.860	58.271	152.75	28.671	37.054	622.62	8.2074	23.571	0.052202	vapor
652.48	0.10000	0.018460	54.171	52.879	58.296	152.78	28.678	37.061	622.92	8.1823	23.599	0.052278	vapor
653.15	0.10000	0.018441	54.227	52.898	58.321	152.82	28.686	37.069	623.22	8.1573	23.626	0.052354	vapor
653.82	0.10000	0.018422	54.282	52.917	58.345	152.86	28.693	37.076	623.52	8.1324	23.654	0.052430	vapor
654.48	0.10000	0.018403	54.338	52.936	58.370	152.90	28.701	37.083	623.82	8.1077	23.681	0.052506	vapor
655.15	0.10000	0.018385	54.393	52.955	58.395	152.94	28.708	37.090	624.12	8.0830	23.709	0.052582	vapor
655.82	0.10000	0.018366	54.449	52.975	58.420	152.97	28.716	37.098	624.42	8.0584	23.736	0.052658	vapor
656.48	0.10000	0.018347	54.505	52.994	58.444	153.01	28.723	37.105	624.72	8.0340	23.764	0.052734	vapor
657.15	0.10000	0.018328	54.560	53.013	58.469	153.05	28.731	37.112	625.02	8.0096	23.792	0.052810	vapor
657.82	0.10000	0.018310	54.616	53.032	58.494	153.09	28.738	37.120	625.32	7.9854	23.819	0.052887	vapor
658.48	0.10000	0.018291	54.672	53.051	58.518	153.12	28.746	37.127	625.62	7.9613	23.847	0.052963	vapor
659.15	0.10000	0.018272	54.727	53.070	58.543	153.16	28.754	37.134	625.92	7.9373	23.874	0.053039	vapor
659.82	0.10000	0.018254	54.783	53.090	58.568	153.20	28.761	37.141	626.22	7.9133	23.902	0.053115	vapor
660.48	0.10000	0.018235	54.839	53.109	58.593	153.24	28.769	37.149	626.52	7.8895	23.930	0.053192	vapor
661.15	0.10000	0.018217	54.894	53.128	58.618	153.27	28.776	37.156	626.82	7.8658	23.957	0.053268	vapor
661.82	0.10000	0.018198	54.950	53.147	58.642	153.31	28.784	37.163	627.11	7.8422	23.985	0.053345	vapor
662.48	0.10000	0.018180	55.006	53.166	58.667	153.35	28.791	37.171	627.41	7.8187	24.012	0.053421	vapor
663.15	0.10000	0.018162	55.061	53.186	58.692	153.39	28.799	37.178	627.71	7.7953	24.040	0.053498	vapor
663.82	0.10000	0.018143	55.117	53.205	58.717	153.42	28.807	37.185	628.01	7.7720	24.067	0.053574	vapor
664.48	0.10000	0.018125	55.173	53.224	58.741	153.46	28.814	37.193	628.31	7.7488	24.095	0.053651	vapor
665.15	0.10000	0.018107	55.228	53.243	58.766	153.50	28.822	37.200	628.60	7.7257	24.123	0.053727	vapor
665.82	0.10000	0.018088	55.284	53.263	58.791	153.54	28.829	37.208	628.90	7.7027	24.150	0.053804	vapor
666.48	0.10000	0.018070	55.339	53.282	58.816	153.57	28.837	37.215	629.20	7.6798	24.178	0.053881	vapor
667.15	0.10000	0.018052	55.395	53.301	58.841	153.61	28.845	37.222	629.50	7.6570	24.205	0.053957	vapor
667.82	0.10000	0.018034	55.451	53.320	58.865	153.65	28.852	37.230	629.79	7.6343	24.233	0.054034	vapor
668.48	0.10000	0.018016	55.506	53.340	58.890	153.68	28.860	37.237	630.09	7.6117	24.260	0.054111	vapor
669.15	0.10000	0.017998	55.562	53.359	58.915	153.72	28.867	37.244	630.39	7.5892	24.288	0.054188	vapor
669.82	0.10000	0.017980	55.618	53.378	58.940	153.76	28.875	37.252	630.68	7.5668	24.316	0.054265	vapor
670.48	0.10000	0.017962	55.673	53.397	58.965	153.80	28.883	37.259	630.98	7.5445	24.343	0.054341	vapor
671.15	0.10000	0.017944	55.729	53.417	58.990	153.83	28.890	37.267	631.28	7.5223	24.371	0.054418	vapor
671.82	0.10000	0.017926	55.785	53.436	59.014	153.87	28.898	37.274	631.57	7.5002	24.398	0.054495	vapor
672.48	0.10000	0.017908	55.840	53.455	59.039	153.91	28.906	37.281	631.87	7.4781	24.426	0.054572	vapor
673.15	0.10000	0.017890	55.896	53.475	59.064	153.94	28.913	37.289	632.16	7.4562	24.453	0.054649	vapor
